communityname,State,pop,perHoush,pct12-21,pct12-29,pct16-24,pct65up,medIncome,pctNotHSgrad,pctCollGrad,pctUnemploy,pctAllDivorc,persHomeless,violentPerPop
Kilgorecity,TX,11066,2.54,15.65,26.46,14.14,16.39,24644,27.01,17.73,7.02,11.52,0,1045.45
Madisonvillecity,KY,16200,2.48,13.29,24.38,11.27,15.7,21468,32.58,14.92,9.11,12.99,0,1046.93
Barstowcity,CA,21472,2.81,15.3,30.61,14.79,8.33,28289,24.83,10.19,9.13,14.45,8,1047.46
Coatesvillecity,PA,11038,2.71,14.4,27.4,12.96,13.97,24887,32.4,10,6.87,12.89,0,1054.23
Bogalusacity,LA,14280,2.51,14.54,24.13,11.27,17.29,13863,38.45,9.72,14.82,14.12,0,1059.43
Atholtown,MA,11451,2.61,12.85,24.33,10.79,14.56,27095,24.91,12.28,10.77,11.23,0,1064.63
BossierCitycity,LA,52721,2.77,15.32,30.2,14.54,8.11,25918,18.56,15.87,7.25,12.71,1,1073.8
Passaiccity,NJ,58041,3.1,15.22,30.48,15.53,9.37,26669,44.38,14.2,10.94,11.46,11,1075.77
Mobilecity,AL,196278,2.6,15.09,27.92,13.99,12.37,22446,25.16,21.42,9.13,13.52,16,1076.95
Newarkcity,OH,44389,2.49,12.9,25.77,12.14,13.09,23062,27.16,11.32,7.99,14.11,0,1082.63
Grahamcity,NC,10426,2.43,12.05,25.4,12.44,15.31,24509,33.76,12.99,3.16,13.87,0,1082.77
HainesCitycity,FL,11683,2.75,13.77,25.7,11.79,16.32,20347,46.34,8.19,13.21,13.46,0,1083.09
Seasidecity,CA,38901,3.66,20.34,40.78,24.43,5.07,28655,22.08,14.69,4.37,10.62,2,1085.11
BeverlyHillscity,CA,31971,2.2,11.38,22.12,10.53,17.88,54348,10.57,46.95,3.8,12.23,5,1087.25
MasonCitycity,IA,29040,2.41,14.06,25.17,12.52,14.83,24146,20.34,16.28,4,10.03,0,1088.12
Eurekacity,CA,27025,2.43,13.19,25.8,12.43,13.38,21812,20.72,18.03,8.55,16.77,27,1089.42
Pascagoulacity,MS,25899,2.65,15.74,28.4,14.14,10.46,24986,26.06,16.25,7.65,13.63,20,1090.36
SantaAnacity,CA,293742,4.1,17.89,38.27,20.24,5.02,35162,50.28,10.59,8.52,9.07,255,1091.39
SouthBendcity,IN,105511,2.5,12.74,26.16,12.31,14.98,24131,28.02,18.46,7.82,13,3,1093.15
Newportcity,KY,18871,2.6,14.78,29.51,14.2,11.31,18683,45.84,7.98,8.99,17.24,3,1093.88
Coltoncity,CA,40213,2.99,14.95,33.07,15.3,6.01,28838,29.69,13.37,9.69,14,9,1095.4
Stuartcity,FL,11936,2.1,8.35,18.79,8.7,29.71,26233,22.5,16.82,4.98,13.55,1,1095.46
Phoenixcity,AZ,983403,2.66,14.03,28.64,13.46,8.89,29291,21.28,19.94,6.64,14.74,276,1097.07
SouthGatecity,CA,86284,3.85,18.7,34.74,17.82,6.66,27279,59.05,5.25,10.81,9.33,0,1097.77
Poughkeepsiecity,NY,28844,2.43,11.97,27.31,12.99,13.74,27606,31.55,21.78,6.99,12.33,0,1102.6
Tiftoncity,GA,14215,2.75,18.19,30.41,17.19,11.88,20429,34.07,18.55,7.35,13.88,0,1108.14
Haywardcity,CA,111498,2.78,13,28.98,13.67,9.72,36058,23.75,16.99,6.11,13.33,17,1118.18
Columbuscity,OH,632270,2.46,15.17,34.21,17.87,8.22,26630,21.31,24.57,5.91,13.93,5,1118.78
Cumberlandcity,MD,23706,2.31,12.46,22.58,11.7,19.59,16442,31.86,10.81,10.56,13.57,0,1121.64
Hickorycity,NC,28301,2.4,14.89,29.21,15.57,13.51,27212,27.89,23.39,4.21,14.36,0,1122.96
Salisburycity,NC,23087,2.52,14.89,25.94,14.88,18.16,24081,30.65,20.71,4.31,12.48,0,1124.03
SanFernandocity,CA,22580,4.01,17.23,33.45,16.75,6.82,32128,59.31,5.41,9.65,9.28,1,1129.23
Clarksvillecity,TN,75494,2.97,17.3,37.04,20.51,6.43,25341,18.69,18.47,6.29,10.59,0,1130.86
Chickashacity,OK,14988,2.49,13.84,25.38,12.24,16.31,18357,33.47,18.06,9.5,13.15,0,1134.5
Norfolkcity,VA,261229,2.92,18.84,38.6,23.62,9.63,23563,27.31,16.82,6.1,12.87,29,1135.5
LaGrangecity,GA,25597,2.62,15.3,28.46,14.83,13.99,21851,42.35,16.2,8.82,14.22,0,1138.05
Tylercity,TX,75450,2.57,15.38,28.48,14.9,12.94,23661,22.95,24.74,8.08,13,4,1141.93
MosesLakecity,WA,11235,2.6,14.59,25.62,12.02,13.36,23258,26.49,14.51,6.5,12.15,0,1143.9
Muskogeecity,OK,37708,2.5,13.67,24.46,11.63,16.42,19507,31.06,15.97,6.21,14.42,0,1153.03
Clearwatercity,FL,98784,2.24,10.59,21.32,10.25,22.03,26473,19.78,20.36,4.8,13.98,36,1155.27
Ontariocity,CA,133179,3.31,15.86,31.88,15.35,5.84,35788,31.47,10.98,7.32,12.05,37,1160.86
SanDiegocity,CA,1110549,2.73,15.18,32.67,17.07,9.3,33686,17.74,29.77,5.72,12.8,2101,1162.84
Palestinecity,TX,18042,2.73,14.87,26.23,12.43,14.04,21427,28.73,14.2,6.87,12.22,0,1163.91
Templecity,TX,46109,2.54,12.89,25.97,12.27,14.32,23194,26.22,20.37,6.66,14.19,0,1164.57
Georgetowncity,KY,11414,2.73,19.6,32.97,19.08,11.24,22677,32.07,14.23,4.36,12,0,1165.91
Lauderhillcity,FL,49708,2.35,10.51,23.96,10.85,19.4,26722,20.82,19.01,5.55,13.07,1,1168.18
Durhamcity,NC,136611,2.44,15.72,32.98,17.52,10.08,27256,21.54,35.4,4.72,12.71,1,1169.38
Rochestercity,NY,231636,2.47,13.87,31.43,15.28,10.4,22785,31.21,18.99,8.8,15.12,1,1171.84
Norwalkcity,CA,94279,3.58,16.06,30.88,15.17,7.88,38124,35.34,9.92,6.64,10.85,1,1174.32
Albanycity,NY,101082,2.4,17.82,35.77,22.08,13.02,25152,22.28,29.51,6.09,10.8,10,1183.14
Newportcity,RI,28227,2.52,15.96,33.02,18.56,11.59,30534,15.88,32.16,5.96,12.17,0,1185.33
Palmdalecity,CA,68842,3.14,12.63,28.1,11.26,4.46,41974,20.16,13.3,6.92,11.31,0,1189.11
Readingcity,PA,78380,2.5,13.96,28.24,14.44,15,22112,41.57,8.52,8.63,14.07,0,1195.53
Lodicity,CA,51874,2.73,12.68,26.13,12.04,13.17,30739,27.68,13.89,6.45,13.64,45,1195.76
Gloucestercity,MA,28716,2.48,11.02,23.6,11.06,13.82,32690,24.44,20.44,6.75,10.9,0,1196.34
Beckleycity,WV,18296,2.33,12.87,21.56,10.59,19.46,19110,28.37,19.3,8.32,13.02,0,1199.16
Rosenbergcity,TX,20183,2.97,15.64,28.64,13.92,8.99,25773,41.17,9.4,6.18,12.28,0,1199.22
Kissimmeecity,FL,30050,2.66,14.73,32.48,15.71,7.96,27591,23.89,13.36,5.62,13.96,0,1201.23
MorenoValleycity,CA,118779,3.4,15.01,28.36,11.68,3.81,42186,18.18,14.29,7.31,10.17,2,1201.33
McKinneycity,TX,21283,2.8,16.99,32.09,16.57,10.28,27236,30.97,18.97,5.86,12.64,0,1202.68
Wilmingtoncity,NC,55530,2.36,17.08,30.71,17.91,14.46,20609,26.95,20.74,6.21,13.98,8,1202.99
Kennercity,LA,72033,2.87,15.36,29.06,13.59,6.06,30389,22.51,21.33,6.98,12.89,18,1203.87
Jenningscity,LA,11305,2.83,14.98,25.7,11.62,13.68,16853,41.04,9.98,12.87,11.15,0,1204.92
Prattvillecity,AL,19587,2.87,15.91,26.96,12.8,8.48,32493,25,18.49,5.36,9.48,0,1205.17
PerthAmboycity,NJ,41967,2.95,14.92,29.47,14.7,12.54,28377,49.75,8.23,10.91,11.72,0,1214.45
SulphurSpringscity,TX,14062,2.57,13.68,25.52,12.35,16.19,20298,36.28,12.31,7.88,12.01,0,1215.48
Lancastercity,CA,97291,2.96,13.9,29.54,12.94,7.21,38388,19.72,16.2,6.94,13.73,0,1218.85
Yakimacity,WA,54827,2.54,13.62,26.63,13.18,14.18,22189,29.06,16.5,9.92,14.25,10,1219.13
Salinascity,CA,108777,3.26,15.71,31.46,15.23,7.53,31271,37.7,13.02,10.81,12.12,86,1219.94
Cantoncity,OH,84161,2.52,13.69,26.01,12.77,14.41,19807,32.97,9.67,11.23,15.06,0,1224
LongBranchcity,NJ,28658,2.48,11.75,26.7,12.27,13.79,30693,28.15,20.13,8.57,13.16,1,1227.61
Maderacity,CA,29281,3.2,16.89,29.65,14.65,10.22,21401,47.5,8.91,17,12.56,3,1230.71
Marysvillecity,CA,12324,2.57,13.53,27.43,13.09,12.4,21529,23.91,11.56,11.6,17.87,20,1230.84
CathedralCitycity,CA,30085,2.76,12.15,27.34,12.45,12.91,30908,30.39,12.98,6.24,13.18,2,1231.81
Gainesvillecity,GA,17885,2.58,14.72,29.56,15.87,12.8,25689,31.82,24.89,5.04,13.98,0,1232.52
Frederickcity,MD,40148,2.56,12.65,30.3,14.37,10.35,34891,22.1,24.05,3.17,13.27,7,1239.22
Sanfordcity,NC,14475,2.52,13.73,25.45,11.77,13.52,21205,29.52,14.83,6.93,14.08,0,1240.39
PortLavacacity,TX,10886,2.88,15.33,27.52,12.7,9.28,21946,35.51,10.78,9.97,11.21,0,1240.65
Tuscaloosacity,AL,77759,2.64,23.36,38.8,26.5,10.61,19568,27.92,27.29,6.93,10.68,11,1246.89
Pasadenacity,TX,119363,2.84,15.27,29.87,14.47,7.09,28729,30.24,10.89,7.38,14.4,3,1248.05
Beaumontcity,TX,114323,2.64,14.36,26.61,13.08,12.31,24495,24.84,19.72,7.84,14.35,51,1250.99
Orangecity,TX,19381,2.62,14.37,25.07,11.91,13.68,22664,28.99,17.68,8.22,13.59,0,1252.77
Dothancity,AL,53589,2.59,14.66,26.08,12.36,11.54,25790,29.55,19.26,4.87,13.75,0,1257.09
Rosemeadcity,CA,51638,3.77,17.19,31.91,15.97,8.05,29770,46.16,9.96,8.41,8.81,3,1262.31
Pittsburghcity,PA,369879,2.41,14.56,28.47,16.03,16.14,20747,27.55,20.12,9.07,11.66,67,1262.47
Tarborotown,NC,11037,2.6,13.24,23.46,10.88,14.05,24375,35.31,15.8,4.44,11.24,0,1264.79
PalmSpringscity,CA,40181,2.16,8.95,19.86,9.63,23.11,27538,22.92,20.36,5.41,16.1,2,1265.25
Mercedescity,TX,12694,3.53,19.96,30.86,15.94,11.35,12908,58.05,7.6,17.42,9.12,0,1266.08
Carsoncity,CA,83995,3.53,16.01,29.52,15.16,7.57,43882,28.65,17.06,7.17,10.68,0,1267.73
HighPointcity,NC,69496,2.52,14.34,27.36,13.76,12.36,25035,31.81,18.09,5.27,13.51,0,1271.02
Lowellcity,MA,103439,2.79,15.34,32.56,16.73,10.69,29351,34.21,15.51,10.68,10.84,50,1274.62
RockyMountcity,NC,48997,2.6,14.54,26.53,12.47,11.9,24055,33.07,16.67,5.66,12.89,0,1275.11
LaPortecity,IN,21507,2.48,13.09,26.08,12.54,15.05,25021,27.58,12.52,5.06,13.56,0,1276.17
Moultriecity,GA,14865,2.72,15.31,26.01,13,15.22,16574,45.64,13.36,7.72,14.98,0,1278.63
Philadelphiacity,PA,1585577,2.63,13.92,28.02,14.12,13.74,24603,35.69,15.22,9.62,12.53,1069,1279.6
Pasadenacity,CA,131591,2.62,12.4,28.85,13.61,11.28,35103,22.48,36.26,6.3,12.08,14,1280.74
NewAlbanycity,IN,36322,2.47,13.3,25.89,12.42,14.62,23933,31.74,12.92,6.96,15.36,0,1280.84
Tuskegeecity,AL,12257,3,28.82,41.83,30.37,12.99,15531,27.97,27.59,16.51,11.2,0,1282.68
Charlestoncity,SC,80414,2.61,17.66,33.2,19.51,11.69,25153,23.46,29.44,5.15,11.62,0,1283.7
Montebellocity,CA,59564,3.2,15.23,30.73,15.46,10.8,31441,39.19,14.61,6.73,10.97,0,1285.83
Lomitacity,CA,19382,2.46,10.87,27.17,11.82,10.09,36222,20.68,20,4.7,15.92,67,1287.84
Jaspercity,AL,13553,2.53,13.55,22.92,10.73,16.77,22476,35.13,16.93,5.48,11.88,0,1289.31
Sacramentocity,CA,369365,2.56,13,27.55,12.95,10.87,28183,23.06,23.49,7.6,15.82,265,1290.43
Shreveportcity,LA,198525,2.62,14.85,26.52,12.86,12.14,22079,25.92,19.61,11.45,14.75,14,1291.41
Hendersoncity,KY,25945,2.46,13.28,25.71,12.3,13.36,22085,33.72,11.83,8.42,13.76,0,1292.18
Caycecity,SC,11163,2.52,12.36,26.78,12.67,13.11,27065,26.53,16.5,4.88,11.27,0,1292.78
Rustoncity,LA,20027,2.89,29.58,46.46,34.87,9.8,17826,21.53,33.99,10.69,7.37,0,1293.95
Athenscity,TX,10967,2.62,16.21,27.54,14.79,15.66,18870,34.91,15.65,9,13.71,0,1300.88
LauderdaleLakescity,FL,27341,2.29,10.47,22.1,10.09,27.04,20731,31.89,9.68,7.49,11.98,0,1304.02
Tulsacity,OK,367302,2.36,13.38,27.1,13.31,11.4,25708,17.74,25.82,6.09,15.18,91,1304.78
Gulfportcity,FL,11727,2,7.23,16.79,7.78,31.15,21397,27.71,15.37,5.79,14.08,0,1305.64
Montclaircity,CA,28434,3.33,15.59,30.74,15.05,7.06,33084,31.87,10.12,7.57,12.77,20,1307.21
Portsmouthcity,VA,103907,2.68,13.98,28.08,13.58,12.82,24601,33.36,11.62,7.33,14.52,16,1308.07
Elizabethcity,NJ,110002,2.81,13.56,28.63,13.69,10.89,27631,41.52,11.46,9.91,11.56,43,1311.2
BellGardenscity,CA,42355,4.58,20.41,36.99,18.83,3.79,23819,73.66,1.72,13.37,9.28,0,1313.17
Kennettcity,MO,10941,2.48,14.73,25.59,12.05,15.3,15508,45.68,10.86,9.28,12.84,0,1313.59
Brocktoncity,MA,92788,2.82,14.05,28.6,13.95,10.85,31712,25.62,12.94,9.22,11.52,7,1315.31
ForrestCitycity,AR,13364,2.81,16.65,27.06,12.27,12.65,13704,38.35,12.49,15.94,13.96,0,1317.64
Hobbscity,NM,29115,2.84,15.72,27.22,12.54,9.76,22807,33.58,13.44,7.58,11.91,0,1318.22
ElMontecity,CA,106209,4.06,18.21,35.51,18.15,5.84,28034,55.72,6.01,9.4,9.9,152,1318.6
Greercity,SC,10322,2.45,12.24,25.16,12.5,17.39,18049,52.39,9.22,6.47,12.65,0,1329.57
SaratogaSpringscity,NY,25001,2.58,19.92,33.11,20.65,11.62,30938,16.55,30.79,5.46,9.93,0,1331.08
Petersburgcity,VA,38386,2.61,12.75,27.11,13.68,13.6,21309,37.76,13.54,8.45,15.65,10,1332.66
Fontanacity,CA,87535,3.32,15.17,31.12,13.52,4.99,35558,28.02,9.44,7.37,11.77,25,1333.23
Covingtoncity,GA,10026,2.75,15.26,27.91,14.37,13.78,21344,49.73,8.74,11.64,13.27,0,1334.6
Kinstoncity,NC,25295,2.53,14.85,24.79,11.78,15.11,18253,38.47,15.41,8.17,14.46,0,1336.03
Selmacity,CA,14757,3.24,16.41,29.56,14.35,10.25,21198,46.07,8.91,17.23,11.22,0,1339.48
Huntsvillecity,AL,159789,2.53,14.49,29.51,14.93,9.16,32295,17.99,33.33,5.51,12.02,39,1343.3
PicoRiveracity,CA,59177,3.7,17.17,31.31,16.12,8.93,34383,47.73,6.1,8.44,10.54,0,1348.6
BoyntonBeachcity,FL,46194,2.28,9.11,20.12,9.05,27.21,28824,26.93,16.36,5.26,10.86,12,1357.38
ForestParkcity,GA,16925,2.68,13.5,28.34,13.35,10.24,25982,35.51,7.38,6.32,15.97,0,1358.47
Albanycity,GA,78122,2.8,17.83,30.27,15.79,9.77,21885,33.63,17.83,10.85,14.81,0,1363.32
Charlestoncity,WV,57287,2.26,11.96,22.74,10.7,16.39,23584,22.75,28.6,7.34,13.72,14,1368.23
Perriscity,CA,21460,3.19,13.19,30.84,13.32,8.77,28611,35.87,7.28,9.73,10.96,0,1379.97
Rialtocity,CA,72388,3.31,16.06,28.59,12.9,6.19,36233,26.81,10.16,8.12,12.01,1,1380.76
OklahomaCitycity,OK,444719,2.49,13.29,27.17,12.7,10.67,25741,21.78,21.57,7.06,15.53,234,1389.87
Springfieldcity,TN,11227,2.65,13.53,26.26,12.63,14.44,21645,40.08,10.47,6.1,13.52,0,1390.25
Texarkanacity,AR,22631,2.6,14.86,26.95,13.21,13.65,19016,32.59,12.35,7.17,14.34,14,1391.58
CasaGrandecity,AZ,19082,2.94,15.47,27.54,13.12,9.89,25926,28.01,14.24,7.9,13.16,38,1392.77
Hammondcity,IN,84236,2.62,13.88,26.9,12.32,13.34,26883,30.67,9.22,8.93,12.56,27,1395.22
DelrayBeachcity,FL,47181,2.21,8.02,18.34,8.34,28.6,31146,25.41,21.52,7.2,11.22,12,1399.48
Seattlecity,WA,516259,2.18,10.82,27.39,13.6,13.39,29353,13.57,37.9,4.88,14.32,369,1399.84
Conroecity,TX,27610,2.76,15.61,30.87,15.62,8.88,23634,30.19,18.3,5.87,14.82,0,1404.47
Fresnocity,CA,354202,2.91,15.24,29.81,14.69,8.98,24923,30.99,19.09,8.52,13.8,124,1418.55
Shelbycity,NC,14669,2.41,13.33,24.32,12.14,17.75,19829,38.97,15.76,8.57,14.2,0,1419.06
WinterHavencity,FL,24725,2.26,10.24,20.5,10.01,24.55,23695,28.73,17.76,6.59,13.79,3,1419.14
FortLauderdalecity,FL,149377,2.25,9.95,23.03,10.44,15.54,27239,25.83,21.85,6.68,16.74,436,1421.42
Jacksoncity,MS,196637,2.74,16.18,29.7,15.17,10.48,23270,24.97,26.91,8.79,13.3,2,1424.74
MiamiShoresvillage,FL,10084,2.75,14.24,23.45,13.29,14.67,41670,14.97,36.73,4.8,10.06,0,1425.33
Annapoliscity,MD,33187,2.36,12.1,27.72,13.38,11.08,35516,19.83,32.79,5.37,15.58,2,1428.53
Hamiltoncity,OH,61368,2.56,13.38,26.52,12.38,12.76,22886,33.44,9.9,7.94,14.36,0,1432.56
NewBedfordcity,MA,99922,2.58,13.62,27.07,13.19,15.38,22647,50.34,9.72,12.16,11.75,15,1432.64
Greenvillecity,TX,23071,2.64,13.4,25.85,12.17,13.97,25075,30.81,18.7,6.29,12.29,0,1439.97
Sanfordcity,FL,32387,2.67,13.96,28.98,14.07,11.48,25029,29.16,11.94,5.81,17.1,16,1440.54
Lackawannacity,NY,20585,2.43,11.99,26.07,12.85,16.81,21310,34.17,9.59,8.55,10.45,0,1441.78
MountHollytownship,NJ,10639,2.91,14.57,27.24,13.28,11.35,33527,27.44,17.3,6.97,12.19,2,1444.58
MountVernoncity,NY,67153,2.67,12.81,26.3,12.37,13.13,34850,29.22,20.41,7.41,11.96,0,1446.56
Texarkanacity,TX,31656,2.54,14.57,26.11,12.43,15.05,21745,29.84,17.54,8.24,14.39,4,1448.4
Vallejocity,CA,109199,2.92,14.35,27.49,13.44,9.96,36605,19.04,19.2,6.55,12.51,9,1448.54
Wilsoncity,NC,36930,2.55,15.59,27.53,14.21,12.51,21881,36.9,18.39,8.28,13.57,0,1449.39
Houmacity,LA,30495,2.86,14.7,26.81,12.76,10.83,19397,37.41,12.55,8.38,11.92,0,1450.47
MyrtleBeachcity,SC,24848,2.59,12.21,32.97,15.7,10.81,24869,16.16,21.44,4.1,12.47,0,1454.74
Melbournecity,FL,59646,2.38,13.2,27.8,14.08,15.33,25893,20.82,18.76,6.39,13.75,10,1461.01
Sumtercity,SC,41943,3.29,14.17,33.31,15.39,9.5,21221,22.13,20.58,5.4,10.37,3,1462.29
NationalCitycity,CA,54249,3.67,19.27,37.89,21.93,8.32,22129,41.07,9.06,8.18,12.12,10,1469.9
PineBluffcity,AR,57140,2.74,16.51,28.17,14.68,13.38,19143,34.5,16.56,11.05,12.74,0,1476.93
Goldsborocity,NC,40709,3.03,13.16,31.68,14.42,10.03,19955,25.12,15.97,4.96,12.71,0,1477.94
CentralFallscity,RI,17637,2.65,13.35,29.43,14.07,12.79,18617,53.08,5.65,9.85,12.82,0,1483.15
Gastoniacity,NC,54732,2.61,14.29,26.84,13.31,13.02,25910,37.58,15.98,5.3,13.37,12,1486.61
Eunicecity,LA,11162,2.8,15.43,26.03,12.04,12.78,14874,44.84,10.82,13.93,11.08,0,1487.34
HuntingtonParkcity,CA,56065,4.03,18.87,36.97,19.55,5,23595,69.4,5.26,12.78,8.99,0,1496.64
Springfieldcity,OH,70487,2.59,16.05,28.26,15.37,13.59,21407,31.67,10.88,8.74,14.39,8,1497.92
NewBrunswickcity,NJ,41711,3.28,29.2,49.87,35.94,8.48,28289,34,23.41,8.85,8.74,17,1501.93
Ozarkcity,AL,12922,2.59,15.1,28.26,13.84,12.43,23078,28.02,14.69,7.05,11.67,0,1502.52
CommerceCitycity,CO,16466,2.87,14.96,27.4,12.67,9.27,20427,39.44,3.37,10.59,16.93,0,1509.31
Watsonvillecity,CA,31099,3.3,15.04,30.06,14.31,11.02,27980,46.41,10.66,10.99,10.25,25,1513.08
Cambridgecity,MD,11514,2.43,12.79,24.87,12.22,16.28,20185,39.18,9.78,7.47,14.88,0,1514.12
FortWorthcity,TX,447619,2.66,13.84,30.16,14.44,10.07,26547,28.38,21.47,7.43,15.02,347,1516.12
Bartowcity,FL,14716,2.74,15.09,26.32,13.42,15.36,25751,33.43,12.03,6.16,14.47,0,1517.44
Brownsvillecity,TN,10019,2.71,16.04,27.4,12.66,13.04,17682,40.94,11.42,8.68,14.42,0,1522.7
Lakelandcity,FL,70576,2.38,13.18,24.59,12.95,20.31,24462,26.03,19.27,6.59,13.44,30,1523.3
KeyWestcity,FL,24832,2.38,9.66,26.43,11.67,10.67,28121,20.15,20.84,2.86,15.89,113,1523.92
Newberrytown,SC,10542,2.67,17.69,29.26,16.71,16.07,19063,39.06,14.77,9.13,10.44,0,1527.29
SouthElMontecity,CA,20850,4.37,19.55,36.85,19.42,5.09,27074,63.37,3.54,11.49,8.95,81,1531.26
SiouxCitycity,IA,80505,2.64,14.77,26.86,13.05,12.74,25045,22.1,17.54,5.59,10.96,4,1538.83
Wacocity,TX,103590,2.62,19.88,34.55,21.62,13.12,17852,31.62,17.02,8.39,12.97,4,1544.24
Newburghcity,NY,26454,2.94,16.57,30.82,16.04,9.71,22224,42.12,11.45,11.79,13.73,9,1555.07
Cincinnaticity,OH,364040,2.36,13.96,29.98,15.2,12.22,21006,30.39,22.17,7.84,14.85,23,1562.48
Stocktoncity,CA,210943,3.07,15.55,28.46,14.21,9.43,26876,33.37,15.01,10.28,13.36,60,1564.23
Davenportcity,IA,95333,2.56,14.14,27.75,13.47,11.3,26218,21.19,20.14,6.51,11.85,31,1565.55
Patersoncity,NJ,140891,3.21,16.36,31.29,15.64,8.77,26960,45.12,8.71,11.04,12.67,94,1571.14
Gainesvillecity,FL,84770,2.66,25,42.46,29.33,8.45,21077,15.16,40.49,6.59,10.29,7,1573.82
Plainfieldcity,NJ,46567,3.07,14.15,29.29,14.33,8.68,38463,28.56,18.88,8.65,12.79,16,1576.9
EastPointcity,GA,34402,2.57,13.79,27.8,13.68,10.68,26787,27.75,18,8.58,16.32,4,1577.48
Greenvillecity,NC,44972,2.64,25.65,44.56,31.39,7.86,22661,20.99,33.72,6.63,9.47,7,1577.75
Saralandcity,AL,11751,2.74,14.76,26.24,12.71,10.2,30147,26.99,9.09,4.43,9.6,0,1581.25
Covingtoncity,KY,43264,2.5,13.3,27.87,12.92,12.54,21003,37.55,9.81,7.63,16.34,1,1587.93
Gretnacity,LA,17208,2.6,13,26.7,12.69,12.99,17344,39.82,7.97,11.14,17.01,0,1590.48
Cudahycity,CA,22817,4.34,19.01,36.96,19.06,3.73,22279,68.7,2.82,10.24,10.66,0,1593.54
Albuquerquecity,NM,384736,2.5,13.56,27.85,13.36,10.14,27555,16.09,28.43,6.32,14.37,112,1595.37
Gallupcity,NM,19154,3.09,14.97,27.32,11.92,6.81,26622,24.92,16.23,5.77,12.6,18,1607.83
OaklandParkcity,FL,26326,2.18,9.5,27.81,12.36,11.58,27708,21.69,17.46,4.61,18.04,0,1607.89
Richmondcity,VA,203056,2.38,13.35,29.11,15.34,13.66,23551,31.91,24.24,6.43,15.77,3,1617.17
Ocalacity,FL,42045,2.42,12.66,23.73,11.67,18.68,21766,28.38,16.73,7.05,14.96,0,1622.96
Berkeleycity,CA,102724,2.36,18.67,36.55,23.96,9.53,29737,9.68,58.67,5.62,12.65,269,1625.6
Pomonacity,CA,131723,3.61,16.1,32.83,16.31,6.19,32132,40.4,13.13,9.08,11.11,6,1627.33
Daytoncity,OH,182044,2.51,15.22,29.63,15.68,12.01,19779,31.66,12.29,10.39,17.53,5,1629.43
LongBeachcity,CA,429433,2.7,13.82,31.13,15.56,9.56,31938,24.49,23.22,6.54,13.78,66,1631.98
Memphiscity,TN,610337,2.66,14.78,28.77,14.25,11.02,22674,29.57,17.48,8.71,15.52,126,1633.81
Tukwilacity,WA,11874,2.11,10.54,30.87,14.08,8.16,30141,15.18,19.28,4.77,19.11,1,1634.34
Riversidecity,CA,226505,3,16.44,31.46,16.09,8.01,34801,22.23,19.32,6.91,12.41,12,1636.75
Artesiacity,CA,15464,3.52,16.5,29.95,15.44,9.84,36383,43.5,13.42,6.62,9.25,0,1640.6
PortArthurcity,TX,58724,2.63,13.98,24.99,11.71,15.39,18548,34.55,10,12.78,13.95,1,1644.35
LosBanoscity,CA,14519,3.04,14.51,26.83,11.88,11.71,24649,36.97,12.11,10.21,11.77,0,1647.53
SantaMonicacity,CA,86905,1.94,7.62,21.72,8.68,14.05,35997,12.51,43.39,4.81,16.26,368,1651.73
Paducahcity,KY,27256,2.28,11.87,22.25,10.01,19.33,17196,30.99,14.56,7.51,14.81,0,1660.33
LaPuentecity,CA,36955,4.1,18.71,35.04,17.86,5.66,33273,49.37,7.46,9.23,10.37,1,1664.84
Everettcity,MA,35701,2.46,11.46,28.31,13.17,14.76,30786,27.07,11.33,7.59,9.73,0,1678.08
Clevelandcity,OH,505616,2.53,13.56,27.3,13.11,12.69,17822,41.24,8.06,14,16.49,105,1678.54
Florencecity,SC,29813,2.69,14.62,27.08,12.93,13.02,24906,30.88,22.54,6.17,12.85,1,1678.68
Greenfieldtown,MA,18666,2.43,12.33,24.46,11.68,15.81,26680,19.67,17.88,5.91,13.48,1,1678.99
LakeWorthcity,FL,28564,2.27,10.04,23.5,10.99,19.9,21665,32.9,12.51,5.64,15.22,23,1680.3
Jacksonvillecity,FL,672971,2.62,13.82,28.77,13.88,9.76,28513,23.13,18.39,5.2,14.64,155,1681.08
Indianapoliscity,IN,741952,2.5,13.13,28.49,13.12,10.34,29083,23.46,21.87,5.58,14.63,137,1682.47
Pueblocity,CO,98640,2.57,14.19,25.22,12.35,14.32,20501,26.79,13.77,9.28,14.02,56,1684.94
Clearlakecity,CA,11804,2.28,10.89,18.64,8.68,23.42,16600,38.79,5.26,12.8,17.75,25,1687.02
Jacksoncity,TN,48949,2.55,16.01,28.66,15.45,13.55,21063,32.56,17.12,6.9,13.47,0,1691.21
Knoxvillecity,TN,165121,2.36,16.31,32.25,18.75,13.77,19923,29.21,21.73,7.11,14.23,130,1693.42
Fitchburgcity,MA,41194,2.68,15.66,30.45,16.59,13.47,27101,31.18,13.13,9.19,10.75,24,1700.7
Bellflowercity,CA,61815,2.7,12.77,28.98,13.71,9.83,32711,27.66,11.97,5.88,15.91,0,1707.41
Douglascity,GA,10464,2.74,17.06,27.81,14.74,12.8,19038,38.02,15.86,8.71,14.42,0,1724.14
NewBraunfelscity,TX,27334,2.73,14.16,25.06,12.17,15.71,26409,31.59,18.53,5.93,10.22,12,1726.58
Pleasantvillecity,NJ,16027,2.72,13.27,29.09,13.36,11.95,30037,33.85,12.21,8.58,14.65,0,1730.67
